Continent,Country,Election type,Year,Voter Turnout,Total vote,Registration,VAP Turnout,Voting age population,Population,Invalid votes,Compulsory voting
South America,Venezuela,Presidential,2013,0.7964,15056160,18904364,0.8016,18782996,28459085,0.0044,No
South America,Venezuela,Presidential,2012,0.8028,15176253,18903937,0.8198,18511639,28047938,0.019,No
South America,Venezuela,Presidential,2006,0.7469,11790397,15784777,0.7641,15431215,25730435,0.0135,No
South America,Venezuela,Presidential,2000,0.5631,6600196,11720660,0.4671,14131207,24185517,0.0528,No
Asia,Viet Nam,Parliamentary,2021,0.956,69243604,69523133,0.9406,73616464,102789598,0,No
Asia,Viet Nam,Parliamentary,2016,0.9926,67000000,67500000,0.9832,68142322,95261021,0,No
Asia,Viet Nam,Parliamentary,2011,0.9951,61965651,62270778,0.9897,62610289,90549390,0,No
Asia,Viet Nam,Parliamentary,2007,0.9964,0,0,0,57459568,86518851,0,No
Asia,Viet Nam,Parliamentary,2002,0.9885,49211275,49783769,1.0079,48823294,79939014,0,No
North America,"Virgin Islands, British",Parliamentary,2019,0.6464,9720,15038,0.3319,29282,36591,0,No
North America,"Virgin Islands, British",Parliamentary,2015,0.6658,9045,13585,0.3413,26500,33454,0,No
North America,"Virgin Islands, British",Parliamentary,2011,0.7285,9186,12609,0.388,23674,30391,0,No
North America,"Virgin Islands, British",Parliamentary,2007,0.6647,7429,11176,0.3588,20703,27460,0.003,No
North America,"Virgin Islands, British",Parliamentary,2003,0.7232,7362,10180,0.4112,17905,24485,0.012,No
Asia,Yemen,Parliamentary,2003,0.7498,6071209,8097162,0.7134,8509723,18701257,0.032,No
Asia,Yemen,Presidential,2012,0.6478,6635192,10243364,0.5416,12252059,24771809,0,No
Asia,Yemen,Presidential,2006,0.6516,6025818,9247390,0.6289,9581087,21456188,0.108,No
Europe,"Yugoslavia, FR/Union of Serbia and Montenegro",Parliamentary,2003,0.5875,3825471,6511450,0.6397,5979859,7480591,0.013,No
Europe,"Yugoslavia, FR/Union of Serbia and Montenegro",Parliamentary,2000,0.6417,5036478,7848818,0,0,0,0.045,No
Europe,"Yugoslavia, FR/Union of Serbia and Montenegro",Presidential,2004,0.4869,3180682,6532263,0.4834,6448799,7463157,0.013,No
Europe,"Yugoslavia, FR/Union of Serbia and Montenegro",Presidential,2003,0.3879,2523889,6506505,0.4221,5979859,7480591,0.034,No
Europe,"Yugoslavia, FR/Union of Serbia and Montenegro",Presidential,2002,0.4516,2946716,6525760,0.5652,6434760,0,0.027,No
Europe,"Yugoslavia, FR/Union of Serbia and Montenegro",Presidential,2000,0.7155,4916920,6871595,0,0,0,0.028,No
Africa,Zambia,Parliamentary,2021,0.703,4937366,7023499,0.5214,9469653,19077816,0.0226,No
Africa,Zambia,Parliamentary,2016,0.5603,3752879,6698372,0.5119,7331669,15510711,0.0245,No
Africa,Zambia,Parliamentary,2011,0.5365,2772264,5167154,0.4225,6561053,13888101,0.0143,No
Africa,Zambia,Parliamentary,2006,0.7074,2788211,3941235,0.5574,5002483,11502010,0.024,No
Africa,Zambia,Parliamentary,2001,0.6855,1785485,2604761,0.3546,5035404,10646096,0.019,No
Africa,Zambia,Presidential,2021,0.7061,4959332,7023499,0.5237,9469653,19077816,0.0255,No
Africa,Zambia,Presidential,2016,0.5645,3781505,6698372,0.5158,7331669,15510711,0.0227,No
Africa,Zambia,Presidential,2015,0.3236,1671662,5166088,0.2417,6916260,14638505,0.0103,No
Africa,Zambia,Presidential,2011,0.5365,2772264,5167154,0.4225,0,13888101,0.0143,No
Africa,Zambia,Presidential,2008,0.4543,1791806,3944135,0.3418,5241627,11669534,0.013,No
Africa,Zambia,Presidential,2006,0.7077,2789114,3941229,0.5575,5002483,11502010,0.018,No
Africa,Zambia,Presidential,2001,0.6781,1766356,2604761,0.3508,5035404,10646096,0.016,No
Africa,Zimbabwe,Parliamentary,2018,0.831,4732929,5695706,0.6186,7650931,14030368,0,No
Africa,Zimbabwe,Parliamentary,2008,0.4081,2421973,5934768,0.4553,5320015,12311143,0,No
Africa,Zimbabwe,Parliamentary,2005,0.4766,2696670,5658624,0.4866,5541976,12746990,0.023,No
Africa,Zimbabwe,Parliamentary,2000,0.4833,2556261,5288804,0.4346,5881430,11820025,0.026,No
Africa,Zimbabwe,Parliamentary,2013,0,0,6400000,0,5696780,13182908,0.019,No
Africa,Zimbabwe,Presidential,2018,0.8684,4946378,5695706,0.6465,7650931,14030368,0.0149,No
Africa,Zimbabwe,Presidential,2013,0.5438,3480047,6400000,0.6109,5696780,13182908,0.019,No
Africa,Zimbabwe,Presidential,2008,0.4237,2514750,5934768,0.4727,5320015,12311143,0.0523,No
Africa,Zimbabwe,Presidential,2002,0.5433,3046891,5607795,0.5425,5615938,11365366,0.016,No
